abandon,"n. 放任；狂热
vt. 遗弃；放弃"
individual,"n. 个人，个体
adj. 个人的；个别的；独特的"
inevitable,adj. 必然的，不可避免的
investigate,v. 调查；研究
involve,vt. 包含；牵涉；使陷于；潜心于
maintain,vt. 维持；继续；维修；主张；供养
majority,n. 多数；成年
massive,adj. 大量的；巨大的，厚重的；魁伟的
numerous,adj. 许多的，很多的
obtain,"vi. 获得；流行
vt. 获得"
occur,vi. 发生；出现；存在
perceive,"vt. 察觉，感觉；理解；认知
vi. 感到，感知；认识到"
perspective,"n. 观点；远景；透视图
adj. 透视的"
precise,adj. 精确的；明确的；严格的
pressure,"n. 压力；压迫， 压强
vt. 迫使；密封；使……增压"
prevalent,adj. 流行的；普遍的，广传的
primary,"n. 原色；最主要者
adj. 主要的；初级的；基本的"
profound,adj. 深厚的；意义深远的；渊博的
promote,"vi. 成为王后或其他大于卒的子
vt. 促进；提升；推销；发扬"
proponent,n. 支持者；建议者；提出认证遗嘱者
range,"n. 范围；幅度；排；山脉
vt. 漫游；放牧；使并列；归类于；来回走动
vi. （在...内）变动；平行，列为一行；延伸；漫游；射程达到"
remarkable,adj. 卓越的；非凡的；值得注意的
require,vt. 需要；要求；命令
restrict,vt. 限制；约束；限定
rudimentary,adj. 基本的；初步的；退化的；残遗的；未发展的
shortage,n. 缺乏，缺少；不足
ultimately,adv. 最后；根本；基本上
valuable,"n. 贵重物品
adj. 有价值的；贵重的；可估价的"
various,adj. 各种各样的；多方面的
vast,"n. 浩瀚；广阔无垠的空间
adj. 广阔的；巨大的；大量的；巨额的"
vision,"n. 视力；美景；眼力；幻象；想象力；幻视（漫威漫画旗下超级英雄）
vt. 想象；显现；梦见"
vital,adj. 至关重要的；生死攸关的；有活力的
youngster,n. 年轻人；少年
