abase,vt. 使…谦卑；降低…的品格；降低…的地位
immune,"n. 免疫者；免除者
adj. 免疫的；免于……的，免除的"
immutable,adj. 不变的；不可变的；不能变的
impair,vt. 损害；削弱；减少
impale,vt. 刺穿；钉住；使绝望
impart,vt. 给予（尤指抽象事物），传授；告知，透露
impartial,adj. 公平的，公正的；不偏不倚的
impasse,n. 僵局；死路
impassive,adj. 冷漠的；无感觉的
impeach,"n. 控告，检举；弹劾；怀疑
vt. 弹劾；归咎；怀疑"
impecunious,adj. 没有钱的；贫穷的
impede,vt. 阻碍；妨碍；阻止
impediment,n. 口吃；妨碍；阻止
impel,vt. 推动；驱使；激励
impenetrable,adj. 不能通过的；顽固的；费解的；不接纳的
impending,"adj. 即将发生的；迫切的；悬挂的
v. 迫近；悬空（impend的现在分词）"
impenitent,"n. 顽固的人；不知悔改的人
adj. 顽固的；不知悔改的"
imperative,"n. 必要的事；命令；需要；规则；祈使语气
adj. 必要的，不可避免的；紧急的；命令的，专横的；势在必行的；祈使的"
imperceptible,adj. 感觉不到的；极细微的
imperial,"n. 纸张尺寸；特等品
adj. 帝国的；皇帝的；至高无上的；威严的"
imperious,adj. 专横的；迫切的；傲慢的
impermeable,adj. 不渗透性的；（对水等）不能渗透的
impertinent,adj. 不恰当的；无礼的；粗鲁的；不相干的
imperturbable,adj. 冷静的；泰然自若的
impetuous,adj. 冲动的；鲁莽的；猛烈的
impetus,n. 动力；促进；冲力
impiety,n. 不虔诚；不尊敬；无信仰；无信心
impinge,"vi. 撞击；侵犯
vt. 撞击"
impious,adj. 不虔诚的；不孝的；不敬的
implacable,adj. 不能安抚的；难和解的；不能缓和的
implausible,adj. 难以置信的，不像真实的
implicit,adj. 含蓄的；暗示的；盲从的
imply,vt. 意味；暗示；隐含
importune,"vt. 强求；一再向某人要求
vi. 强求；胡搅蛮缠"
impostor,n. 骗子；冒充者
impotent,adj. 无力的；无效的；虚弱的；阳萎的
impoverish,vt. 使贫穷；使枯竭
impregnable,adj. 无法攻取的；不受影响的；要塞坚固的；不可受孕的
impromptu,"n. 即兴曲；即席演出
adj. 即席的
adv. 即席地"
impropriety,n. 不适当；不正确；用词错误； 不正当行为
improvident,adj. 浪费的；无远见的；无先见之明的
improvise,"vt. 即兴创作；即兴表演；临时做；临时提供
vi. 即兴创作；即兴表演；临时凑合"
imprudent,adj. 轻率的，鲁莽的；不小心的
impudence,n. 厚颜无耻；冒失
impugn,vt. 指责，非难；抨击；反驳；对…表示怀疑
impunity,n. 不受惩罚；无患； 免罚
inane,adj. 空洞的，空虚的；愚蠢的
incandescent,adj. 辉耀的；炽热的；发白热光的
incantation,n. 咒语
incapacitate,vt. 使无能力；使不能；使不适于
incarcerate,"adj. 监禁的；禁闭的
vt. 监禁；下狱；禁闭"
incendiary,"n. 燃烧弹；纵火犯，放火者；煽动者
adj. 煽动的；放火的，纵火的"
incense,"n. 香；奉承
vt. 向…焚香；使…发怒
vi. 焚香"
incentive,"n. 动机；刺激
adj. 激励的；刺激的"
inception,"n. 起初；获得学位
n. 《盗梦空间》（电影名）"
incessant,adj. 不断的；不停的；连续的
inchoate,"adj. 早期的；刚开始的；未充分发展的
vt. 开始
vi. 开始"
incidence,n. 发生率；影响； 入射；影响范围
incipient,adj. 初期的；初始的；起初的；发端的
incisive,adj. 深刻的；敏锐的；锋利的
incite,vt. 煽动；激励；刺激
inclement,adj. 险恶的；气候严酷的；狂风暴雨的
incline,"n. 倾斜；斜面；斜坡
vt. 使倾斜；使倾向于
vi. 倾斜；倾向；易于"
inclined,"v. 使…倾向（incline的过去分词）
adj. 趋向于…的"
inclusive,adj. 包括的，包含的
incorrigible,"n. 不可救药的人
adj. 不可救药的；积习难改的"
incriminate,vt. 控告；暗示...有罪
incrustation,n. 硬壳；镶嵌物；水锈；痂（等于encrustation）
incubate,"n. 孵育物
vt. 孵化；培养；温育；逐渐发展
vi. 孵化；酝酿"
inculcate,vt. 教育；谆谆教诲；教授；反覆灌输
incumbent,"n. 在职者；现任者；领圣俸者
adj. 现任的；依靠的；负有职责的"
incur,vt. 招致，引发；蒙受
incursion,n. 入侵；侵犯
indefatigable,adj. 不知疲倦的；不屈不挠的；有耐性的
indelible,adj. 难忘的；擦不掉的
indentation,n. 压痕， 刻痕；凹陷；缩排；呈锯齿状
indenture,"n. 契约；合同
vt. 以契约约束"
indeterminate,adj. 不确定的；模糊的；含混的
indict,vt. 控告，起诉； 揭发
indifferent,adj. 漠不关心的；无关紧要的；中性的，中立的
indigent,adj. 贫困的；贫穷的（副词indigently）
indoctrinate,vt. 灌输；教导
indolent,adj. 懒惰的；无痛的
indomitable,adj. 不屈不挠的；不服输的；不气馁的
indubitable,adj. 不容置疑的；明确的
induce,vt. 诱导；引起；引诱；感应
indulgent,adj. 放纵的；宽容的；任性的
industrious,adj. 勤勉的
inebriated,"adj. 酒醉的
v. 使醉（inebriate的过去分词）"
ineffable,adj. 不可言喻的；不应说出的；难以形容的
ineffectual,"n. 无用的人；无一技之长者
adj. 无效的，不起作用的；徒劳无益的"
inefficacious,adj. 无效力的，无用的
inept,adj. 笨拙的；不适当的
inequity,n. 不公平，不公正
inert,adj.  惰性的；呆滞的；迟缓的；无效的
inevitable,adj. 必然的，不可避免的
inexorable,adj. 无情的；不屈不挠的；不可阻挡的；无法改变的
infallible,"n. 永远正确的人；绝无谬误的事物
adj. 绝对可靠的；绝无错误的"
infer,"vi. 推断；作出推论
vt. 推断；推论"
infernal,adj. 地狱的；恶魔的；可憎的
infidel,"n. 异教徒；无信仰者
adj. 异教徒的；无宗教信仰的"
infiltrate,"n. 渗透物
vi. 渗入
vt. 使潜入；使渗入，使浸润"
infinitesimal,"adj. 无穷小的；无限小的；极小的
n. 无限小；极微量；极小量"
infirmity,n. 虚弱；疾病；衰弱；缺点
inflated,"v. 膨胀（inflate的过去式和过去分词）；使充气；抬高（物价）
adj. 通货膨胀的；充了气的；价格飞涨的；（植物）肿胀的"
influx,n. 流入；汇集；河流的汇集处
infusion,n. 灌输；浸泡；注入物；激励
ingenious,adj. 有独创性的；机灵的，精制的；心灵手巧的
ingenuous,adj. 天真的；坦白的；正直的；朴实的
ingratiate,vt. 使迎合；使讨好；使逢迎
inherent,adj. 固有的；内在的；与生俱来的，遗传的
inhibit,vt. 抑制；禁止
inimical,adj. 敌意的；有害的
iniquitous,adj. 邪恶的；不公正的
initiate,"n. 开始；新加入者，接受初步知识者
vt. 开始，创始；发起；使初步了解
adj. 新加入的；接受初步知识的"
innocuous,adj. 无害的；无伤大雅的
innovation,n. 创新，革新；新方法
innuendo,"n. 暗讽，讽刺；影射
vt. 暗示，旁敲侧击地表达
vi. 影射；说讽刺话"
insalubrious,adj. 不健康的；不卫生的，对身体有害的
insensible,adj. 昏迷的；无知觉的；麻木不仁的
insidious,adj. 阴险的；隐伏的；暗中为害的；狡猾的
insinuate,"vt. 暗示；使逐渐而巧妙地取得；使迂回地潜入
vi. 暗讽；说含沙射影的话"
insipid,adj. 清淡的；无趣的
insolence,n. 傲慢；傲慢无礼的行为
insomnia,n. 失眠症，失眠
instigate,vt. 唆使；煽动；教唆；怂恿
insubordination,n. 反抗，不服从
insurgent,"n. 叛乱者；起义者
adj. 叛乱的；起义的"
insurmountable,adj. 不能克服的；不能超越的；难以对付的
insurrection,n. 暴动；叛乱
intangible,adj. 无形的，触摸不到的；难以理解的
integrate,"n. 一体化；集成体
adj. 整合的；完全的
vi. 求积分；取消隔离；成为一体
vt. 使…完整；使…成整体；求…的积分；表示…的总和"
integrity,n. 完整；正直；诚实；廉正
inter,vt. 埋；葬
interim,"n. 过渡时期，中间时期；暂定
adj. 临时的，暂时的；中间的；间歇的"
interloper,n. 闯入者；（为私利）干涉他人事务者；无执照营业者
interment,n. 葬礼；埋葬
interminable,adj. 冗长的；无止尽的
interrogate,"vt. 审问；质问； 询问
vi. 审问；质问"
intimidate,vt. 恐吓，威胁；胁迫
intractable,adj. 棘手的；难治的；倔强的；不听话的
intransigence,n. 不妥协；不让步；不调和
intricate,adj. 复杂的；错综的，缠结的
intrinsic,adj. 本质的，固有的
introspective,adj. 内省的；反省的
intrude,"vi. 闯入；侵入；侵扰
vt. 把…强加；把…硬挤"
intuition,n. 直觉；直觉力；直觉的知识
inundate,vt. 淹没；泛滥；浸水；（洪水般的）扑来
inured,"adj. 习惯的
v. 使习惯；有助于；生效（inure的过去分词）"
invalidate,vt. 使无效；使无价值
invasive,adj. 侵略性的；攻击性的
invert,"n. 颠倒的事物；倒置物；倒悬者
adj. 转化的
vt. 使…转化；使…颠倒；使…反转；使…前后倒置"
invidious,adj. 诽谤的；不公平的；引起反感的；易招嫉妒的
invigorate,vt. 鼓舞；使精力充沛
invincible,adj. 无敌的；不能征服的
invocation,n. 祈祷；符咒；(法院对另案的)文件调取；(法权的)行使
invoke,vt. 调用；祈求；引起；恳求
invulnerable,adj. 无懈可击的；不会受伤害的
iota,n. 极微小；希腊语的第九个字母
irascible,adj. 易怒的
ire,"n. 忿怒
vt. 使发怒"
iridescent,adj. 彩虹色的；闪光的
irksome,adj. 令人厌烦的，讨厌的；令人厌恶的
ironic,adj. 讽刺的；反话的
irrational,"n.  无理数
adj. 不合理的；无理性的；荒谬的"
irremediable,adj. 不能挽回的；不能补救的
irreverent,adj. 不敬的，无礼的
irrevocable,adj. 不可改变的；不能取消的；不能挽回的
itinerant,"n. 巡回者；行商
adj. 巡回的；流动的"
jabber,"n. 快而含糊不清的话
vt. 快而含糊地说出
vi. 快而含糊地说；吱吱喳喳地叫"
jaded,"adj. 厌倦的；疲倦不堪的
v. 厌倦（jade的过去分词）；变得疲倦；精疲力竭"
jargon,n. 行话，术语；黄锆石
jaundiced,"adj. 有偏见的；患黄疸病的
v. 使有偏见（jaundice的过去式）；使患黄疸病"
jeopardize,vt. 危害；使陷危地；使受危困
jettison,"n. 投弃；投弃货物
vt. 投弃（船舶遇难时投弃货物以为减轻负载）"
jocular,adj. 爱开玩笑的；打趣的；滑稽的
jollity,n. 酒宴；高兴；欢乐
jostle,"vt. 推挤，撞；争夺
vi. 竞争，争夺；推挤
n. 推撞，挤拥"
jubilation,n. 喜欢；庆祝；欢呼
judicious,adj. 明智的；头脑精明的；判断正确的
juncture,n. 接缝；连接；接合
junta,n. 团体，派别
jurisprudence,n. 法律体系；法学及其分支；法律知识；法院审判规程
justification,n. 理由；辩护；认为有理，认为正当；释罪
kaleidoscope,n. 万花筒；千变万化
kindle,"vt. 点燃；激起；照亮
vi. 发亮；着火；激动起来"
kindred,"adj. 同类的；血缘的；同族的
n. 家族；相似；亲属关系"
kinetic,adj.  运动的；活跃的
kleptomaniac,n. 有窃盗癖的人
knave,n. 无赖；流氓；（纸牌中的）杰克
knit,"vi. 编织；结合；皱眉
vt. 编织；结合
n. 编织衣物；编织法"
laborious,adj. 勤劳的；艰苦的；费劲的
labyrinth,n. 迷宫； 迷路；难解的事物
laceration,n. 裂伤；撕裂；割破
lachrymose,adj. 爱哭的，易流泪的；悲哀的
lackadaisical,adj. 懒洋洋的；无精打采的；伤感的
lackluster,"n. 无光泽；暗淡
adj. 无光泽的；平凡的"
laconic,adj. 简洁的，简明的
laggard,"adj. 落后的；迟钝的；迟缓的
n. 落后者；迟钝者"
lament,"n. 挽歌；恸哭；悲痛之情
vi. 哀悼；悲叹；悔恨
vt. 哀悼；痛惜"
lampoon,"vt. 讽刺
n. 讽刺文章"
languid,adj. 倦怠的；呆滞的；软弱无力的
lassitude,n. 疲乏；懒散；厌倦
latent,adj. 潜在的；潜伏的；隐藏的
latitude,n. 纬度；界限；活动范围
laud,"vt. 赞美；称赞
n. 赞美；称赞；颂歌"
lavish,"adj. 浪费的；丰富的；大方的
vt. 浪费；慷慨给予；滥用"
lax,"n. 松元音；泻肚
adj. 松的；松懈的；腹泻的
adj. 不严格的；不严谨的"
leaven,"vt. 使发酵；影响
vi. 渐变
n. 酵母；酵素；潜移默化的影响"
leery,adj. 机敏的；狡猾的；猜疑的；送秋波的
legacy,n. 遗赠，遗产
legend,n. 传奇；说明；图例；刻印文字
legerdemain,n. 戏法，骗术；巧妙的花招
leniency,n. 宽大，仁慈；温和
lethal,"adj. 致命的，致死的
n. 致死因子"
lethargic,adj. 昏睡的；无生气的
levitate,"vt. 使轻轻浮起；使飘浮空中
vi. 轻轻浮起；飘浮空中"
levity,n. 多变；轻浮；轻率；不稳定
levy,"n. 征收；征兵，征税
vt. 征收（税等）；征集（兵等）
vi. 征税；征兵"
lewd,adj. 淫荡的；猥亵的；下流的
lexicographer,n. 词典编纂者
lexicon,n. 词典，辞典
liaison,n. 联络；（语言）连音
libel,"n. 诽谤罪；诋毁；毁坏名誉的东西；控诉书
vt. 中伤；控告；对…进行诽谤
vi. 进行文字诽谤"
liberator,n. 解放者；释放者
licentious,adj. 放肆的；放纵的
lilliputian,找不到解释
limber,"adj. 柔软的；敏捷的
vt. 使柔软；将接在前车上
vi. 做准备活动"
limpid,adj. 透明的；平静的，无忧虑的
linchpin,n. 关键（等于lynchpin）；制轮楔；轮辖
lineage,n. 血统；家系， 世系
linger,"vi. 徘徊；苟延残喘；磨蹭
vt. 消磨；缓慢度过"
linguistic,adj. 语言的；语言学的
liniment,n.  擦剂， 搽剂
lionize,"vt. 把……奉为名人；游览名胜
vi. 游览名胜"
liquidate,"vt. 清算；偿付；消除
vi. 清算；清理债务"
listless,adj. 倦怠的；无精打采的；百无聊赖的
litany,n. 冗长而枯燥的陈述；连祷
lithe,adj. 轻盈的（等于lithesome）；柔软的；易弯曲的
litigation,n. 诉讼；起诉
loath,adj. 勉强的；不情愿的（等于loth）
loathe,vt. 讨厌，厌恶
lofty,adj. 高的；崇高的；高级的；高傲的
log,"vi. 伐木
vt. 切；伐木；航行
n. 记录；航行日志；原木"
loiter,"vi. 虚度；闲荡；徘徊
vt. 虚度；闲荡；混"
loll,"vi. 懒洋洋地倚靠
vt. 懒洋洋地倚靠"
longevity,n. 长寿，长命；寿命
lope,"vi. 大步慢跑
vt. 使…大步慢跑
n. 大步慢跑"
lout,"n. 笨拙的人
vt. 愚弄
vi. 鞠躬；屈服"
lucid,adj. 明晰的；透明的；易懂的；头脑清楚的
lucrative,adj. 有利可图的，赚钱的；合算的
ludicrous,adj. 滑稽的；荒唐的
lugubrious,adj. 悲哀的，悲惨的
lull,"vt. 使平静；使安静；哄骗
vi. 平息；减弱；停止
n. 间歇；暂停；暂时平静"
lumber,"vi. 伐木；喧闹地向前走；笨重地行动，缓慢地移动
vt. 砍伐木材；乱堆
n. 木材；废物，无用的杂物；隆隆声"
luminary,n. 发光体；杰出人物；知识渊博的人
luminous,adj. 发光的；明亮的；清楚的
lunar,adj. 月亮的，月球的；阴历的；银的；微亮的
lunge,"n. 刺；跃进；刺进；套马索
vt. 刺；戳；使前冲
vi. 刺；突进"
lurid,adj. 可怕的，耸人听闻的；火烧似的；苍白的；血红的；华丽而庸俗的
lurk,"vi. 潜伏；潜藏；埋伏
n. 潜伏；埋伏"
luster,"n.  光泽；光彩
vi. 有光泽；发亮
vt. 使有光泽"
lustrous,adj. 有光泽的；光辉的
luxuriant,adj. 繁茂的；丰富的；奢华的；肥沃的
machination,n. 阴谋；诡计
madrigal,n. 情歌；小曲
maelstrom,n. 大漩涡；极度混乱；不可抗的破坏力
magnanimous,adj. 宽宏大量的；有雅量的；宽大的
magnate,n. 巨头；大资本家；要人；富豪；……大王
magnitude,n. 大小；量级； 震级；重要；光度
maladroit,adj. 笨拙的；不灵巧的；愚钝的
malady,n. 弊病；疾病；腐败
malaise,n. 不舒服；心神不安
malapropism,n. 文字误用；词语荒唐误用
malcontent,"adj. 不满的；不服的
n. 不满现状的人；反抗者"
malediction,n. 坏话，诅咒
malefactor,n. 作恶者；罪犯；坏人
malevolent,adj. 恶毒的；有恶意的；坏心肠的
malfeasance,n. 渎职，违法行为；不正当，坏事
malicious,adj. 恶意的；恶毒的；蓄意的；怀恨的
malign,"vt. 诽谤，污蔑；中伤，说坏话
adj. 恶意的，恶性的；有害的"
malignant,"adj.  恶性的；有害的；有恶意的
n. 保王党员；怀恶意的人"
malingerer,n. 装病逃差者
malleable,adj. 可锻的；可塑的；有延展性的；易适应的
mammal,n.  哺乳动物
mammoth,"n. 长毛象；猛犸象；庞然大物
adj. 巨大的，庞大的；猛犸似的"
mandate,"n. 授权；命令，指令；委托管理；受命进行的工作
vt. 授权；托管"
mandatory,"adj. 强制的；托管的；命令的
n. 受托者（等于mandatary）"
manifest,"vt. 证明，表明；显示
vi. 显示，出现
n. 载货单，货单；旅客名单
adj. 显然的，明显的；明白的"
manifesto,"n. 宣言；声明；告示
vi. 发表宣言"
manipulate,vt. 操纵；操作；巧妙地处理；篡改
mannered,adj. 矫饰的；守规矩的；矫揉造作的
marital,adj. 婚姻的；夫妇间的
maritime,adj. 海的；海事的；沿海的；海员的
martial,adj. 军事的；战争的；尚武的
martinet,n. 严格执行纪律的人
martyr,"vt. 牺牲；折磨；杀害
n. 烈士；殉道者"
masochist,n. 受虐狂者；被虐待狂；性受虐狂者
material,"adj. 重要的；物质的，实质性的；肉体的
n. 材料，原料；物资；布料"
materialism,n. 唯物主义；唯物论；物质主义
maternal,adj. 母亲的；母性的；母系的；母体遗传的
maudlin,"adj. 感情脆弱的；容易流泪的；酒后伤感的
n. 伤感；易流泪"
maul,"n. 大槌
vt. 打伤；殴打；抨击；粗暴对待"
maverick,"n. 没打烙印的动物；持不同意见的人
vt. 用不正当手段获取
vi. 迷途；背离
adj. 未打烙印的；行为不合常规的；特立独行的"
mawkish,adj. 令人作呕的，令人厌恶的；自作多情的；淡而无味的
maxim,找不到解释
meager,"adj. 贫乏的；瘦的
n. 兆"
meander,"n. 漫步；曲流（常用复数）
vt. 漫步；蜿蜒缓慢流动
vi. 漫步；漫谈"
meddlesome,adj. 爱管闲事的；好干涉的
mediate,"vi. 调解；斡旋；居中
vt. 调停；传达
adj. 间接的；居间的"
mediocre,adj. 普通的；平凡的；中等的
meditation,n. 冥想；沉思，深思
medley,"n. 混合；混杂；混合物
adj. 混合的；拼凑的"
meek,adj. 温顺的；谦恭的；驯服的
melancholy,"adj. 忧郁的；使人悲伤的
n. 忧郁；悲哀；愁思"
mellifluous,adj. 流畅的；如蜜般的
membrane,n. 膜；薄膜；羊皮纸
memento,n. 纪念品，引起回忆的东西
menagerie,n. 动物园；动物展览；（马戏团豢养的）兽群
mendacious,adj. 虚假的；说谎的
mendicant,"adj. 行乞的；托钵修道会的
n. 乞丐；托钵僧"
menial,"adj. 卑微的；仆人的；适合仆人做的
n. 仆人；住家佣工；下贱的人"
mentor,"n. 指导者，良师益友
vt. 指导"
mercenary,"adj. 雇佣的；唯利是图的
n. 雇佣兵；唯利是图者"
mercurial,"adj. 水银的；水星的；墨丘利神的；雄辩机智的；活泼善变的
n. 汞剂；水银剂"
merger,n. （企业等的）合并；并购；吸收（如刑法中重罪吸收轻罪）
mesmerize,vt. 施催眠术；迷住；以魅力迫使
metallurgical,adj. 冶金的；冶金学的
metamorphosis,n. 变形；变质
metaphor,n. 暗喻，隐喻；比喻说法
metaphysical,adj. 形而上学的；超自然的；玄学派诗歌的
methodical,adj. 有系统的；有方法的
meticulous,adj. 一丝不苟的；小心翼翼的；拘泥小节的
metropolis,n. 大都市；首府；重要中心
mettle,n. 勇气；气质；耐力
miasma,n. 瘴气；臭气；不良影响
microcosm,n. 微观世界；小宇宙；作为宇宙缩影的人类；缩图（等于microcosmos）
migrant,"n. 候鸟；移居者；随季节迁移的民工
adj. 移居的；流浪的"
migratory,adj. 迁移的；流浪的
milieu,n. 环境；周围；出身背景
militant,"adj. 好战的
n. 富有战斗性的人；好斗者；激进分子"
mimicry,n. 模仿，模拟；（动物等）拟态伪装
mincing,"adj. 装腔作势的；矫饰的
v. 切碎（mince的现在分词）"
minuscule,"n. 小写字；草写小字
adj. 极小的；用草写小字写的"
minute,"n. 分，分钟；片刻，一会儿；备忘录，笔记；会议记录
vt. 将…记录下来
adj. 微小的，详细的 "
minutiae,n. 微小；不重要的细节（minutia的复数）
mirage,n. 海市蜃楼；幻想，妄想
mire,"n. 泥潭； 泥沼
vi. 陷于泥坑；陷入困境
vt. 使陷于泥坑；使陷入困境"
mirth,n. 欢笑；欢乐；高兴
misanthrope,n. 不愿与人来往者；厌恶人类的人
misapprehension,n. 误解；误会
miscellany,n. 杂录，杂集；混杂；混合物
mischance,n. 不幸，不幸的事；灾难
misconception,n. 误解；错觉；错误想法
misconstrue,vt. 误解，曲解；误会
misdemeanor,n. 轻罪；品行不端
miserly,adj. 吝啬的；贪婪的
misgiving,"n. 担忧；疑虑；不安
v. 担忧；使…疑虑；害怕（misgive的ing形式）"
mishap,n. 灾祸；不幸事故；晦气
misnomer,n. 用词不当；误称；写错姓名
misrepresent,"vt. 歪曲，误传；不合适地代表
vi. 虚伪陈述；歪曲报道"
missile,"n. 导弹；投射物
adj. 导弹的；可投掷的；用以发射导弹的"
mock,"n. 英国模拟考试（mocks）
vt. 愚弄，嘲弄
adj. 仿制的，模拟的，虚假的，不诚实的
vt. 不尊重，蔑视"
mode,n. 模式；方式；风格；时尚
modicum,n. 少量，一点点
modulate,"vt. 调节；（信号）调制；调整
vi. 调制；转调"
molecule,n.  分子；微小颗粒，微粒
mollify,vt. 平息，缓和；使…平静；使…变软
momentous,adj. 重要的；重大的
momentum,n. 势头； 动量；动力；冲力
monarchy,n. 君主政体；君主国；君主政治
monolithic,"adj. 整体的；巨石的，庞大的；完全统一的
n. 单块集成电路，单片电路"
montage,n. 蒙太奇（电影的基本结构手段和叙事方式）；混合画，拼集的照片
monumental,adj. 不朽的；纪念碑的；非常的
moodiness,n. 喜怒无常；闷闷不乐
moratorium,n. 暂停，中止； 延期偿付
morbid,adj. 病态的；由病引起的；恐怖的；病变部位的
morose,adj. 郁闷的；孤僻的
mortify,"vt. 抑制；苦修；使…感屈辱
vi. 禁欲；苦行；约束"
mosaic,"adj. 摩西的；拼成的；嵌花式的
n. 马赛克；镶嵌；镶嵌细工"
motif,n. 主题；动机；主旨；图形；意念
motley,"adj. 杂色的；混杂的；五颜六色的
n. 混杂；杂色衣服；小丑"
mottled,"adj. 斑驳的，杂色的
v. 使成杂色（mottle的过去分词）"
muddle,"vt. 混合；使咬字不清晰；使微醉
n. 糊涂；困惑；混浊状态
vi. 胡乱思考；糊里糊涂地行事"
muggy,adj. 闷热的；潮湿的
multifaceted,adj. 多层面的
multifarious,adj. 多种的；各式各样的；多方面的；多样性的
multiform,adj. 多样的；多种形式的
multilingual,"adj. 使用多种语言的
n. 使用多种语言的人"
multiplicity,n. 多样性； 多重性
mundane,adj. 世俗的，平凡的；世界的，宇宙的
munificent,adj. 慷慨的；丰厚的；宽宏的
mural,"adj. 墙壁的
n. 壁画；（美）壁饰"
murky,adj. 黑暗的；朦胧的；阴郁的
mutability,n. 易变性；性情不定；突变性
muted,"adj. 柔和的；无言的；趋缓的
v. 使柔和（mute的过去式和过去分词）；消除声音"
mutinous,adj. 暴动的；反抗的；难制服的
myopic,adj. 近视的；目光短浅的
myriad,"adj. 无数的；种种的
n. 无数，极大数量；无数的人或物"
mystify,vt. 使神秘化；使迷惑，使困惑
nadir,n. 最低点，最底点； 天底
naivete,n. 天真；质朴；纯真无邪；天真烂漫
narcissist,n. 自我陶醉者
narrative,"n. 叙述；故事；讲述
adj. 叙事的，叙述的；叙事体的"
nascent,adj. 初期的；开始存在的，发生中的
natty,adj. 整洁的；敏捷的；考虑周到的；清楚的
nautical,adj. 航海的，海上的；船员的
navigable,adj. 可航行的；可驾驶的；适于航行的
nebulous,adj. 朦胧的；星云的，星云状的
nefarious,adj. 邪恶的；穷凶极恶的；不法的
negate,"vt. 否定；取消；使无效
vi. 否定；否认；无效
n. 对立面；反面"
negligible,adj. 微不足道的，可以忽略的
neutral,"adj. 中立的，中性的；中立国的；非彩色的
n. 中立国；中立者；非彩色；齿轮的空档"
nicety,n. 精密；美好；细节；拘泥细节
nihilist,n. 虚无主义者
nip,"vt. 夹；捏；剪断；冻伤；阻止
vi. 夹；捏；刺骨；小饮
n. 夹；捏；刺骨；小饮"
nirvana,n. 涅槃；天堂
nocturnal,adj. 夜的；夜曲的；夜间发生的
noisome,adj. 恶臭的；有害的
nomadic,adj. 游牧的；流浪的；游动的
nominal,"adj. 名义上的；有名无实的； 票面上的
n.  名词性词"
nonchalance,n. 冷淡；漠不关心；冷静
nondescript,"adj. 平凡的，没有特色的；难以区别的；莫可名状的
n. 不属任何类型的人；难以形容的人或物"
nonentity,n. 不存在；虚无；无足轻重的人
nonplus,"n. 迷惑；困惑
vt. 使困惑"
nostalgia,n. 乡愁；怀旧之情；怀乡病
notable,"adj. 值得注意的，显著的；著名的
n. 名人，显要人物"
notoriety,n. 恶名；声名狼藉；丑名
novelty,n. 新奇；新奇的事物；新颖小巧而廉价的物品
novice,n. 初学者，新手
noxious,adj. 有害的；有毒的；败坏道德的；讨厌的
nuance,n. 细微差别
nullify,vt. 使无效，作废；取消
numismatist,n. 钱币奖章收藏家
nuptial,"adj. 婚礼的；结婚的；婚姻的
n. 婚礼"
nurture,"vt. 养育；鼓励；培植
n. 养育；教养；营养物"
obdurate,adj. 顽固的，执拗的；冷酷无情的
obese,adj. 肥胖的，过胖的
obfuscate,vt. 使模糊；使迷乱；弄暗
obituary,"adj. 讣告的；死亡的
n. 讣告"
obligatory,adj. 义务的；必须的；义不容辞的
oblique,"adj. 斜的；不光明正大的
n. 倾斜物
vi. 倾斜"
obliterate,vt. 消灭；涂去；冲刷；忘掉
oblivion,n. 遗忘；湮没；赦免
oblivious,adj. 遗忘的；健忘的；不注意的；不知道的
obnoxious,adj. 讨厌的；可憎的；不愉快的
obscure,"adj. 昏暗的，朦胧的；晦涩的，不清楚的；隐蔽的；不著名的，无名的
vt. 使…模糊不清，掩盖；隐藏；使难理解
n. 某种模糊的或不清楚的东西"
obsequious,adj. 谄媚的；奉承的；顺从的
obsessive,adj. 强迫性的；着迷的；分神的
obsolete,"adj. 废弃的；老式的
n. 废词；陈腐的人
vt. 淘汰；废弃"
obstinate,adj. 顽固的；倔强的；难以控制的
obstreperous,adj. 吵闹的，喧嚣的；难驾驭的
obtrude,"vt. 逼使；强迫；冲出
vi. 打扰；闯入；强加于人"
odyssey,找不到解释
offensive,"adj. 攻击的；冒犯的；无礼的；讨厌的
n. 攻势；攻击"
offhand,"adj. 随便的；即时的；无准备的；即席的
adv. 随便地；即席地；即时地"
officious,adj. 多管闲事的；非官方的
olfactory,"adj. 嗅觉的；味道的
n. 嗅觉器官"
oligarchy,n. 寡头政治
ominous,adj. 预兆的；不吉利的
omnipotent,adj. 无所不能的；全能的；有无限权力的
onerous,adj. 繁重的；麻烦的；负有义务的；负有法律责任的
opaque,"adj. 不透明的；不传热的；迟钝的
n. 不透明物
vt. 使不透明；使不反光"
opiate,"n. 鸦片制剂；麻醉剂；镇静剂
adj. 含鸦片的；安眠的
vt. 用鸦片麻醉；使缓和"
opportune,adj. 适当的；恰好的；合时宜的
optician,n. 眼镜商；光学仪器商；光学仪器制造者
optimist,n. 乐观主义者；乐天派
opulence,n. 富裕；丰富
opus,n. 作品
oracular,adj. 神谕的；谜似的；玄妙深奥的
orator,n. 演说者；演讲者；雄辩家；原告
ordeal,n. 折磨；严酷的考验；痛苦的经验
ordinance,n. 条例；法令；圣餐礼
orgy,n. 狂欢；放荡
orient,"vt. 使适应；确定方向；使朝东
n. 东方；东方诸国
adj. 东方的
vi. 向东"
ornate,adj. 华丽的；装饰的；（文体）绚丽的
ornithologist,n. 鸟类学者
orthodox,"adj. 正统的；传统的；惯常的；东正教的
n. 正统的人；正统的事物"
oscillate,"vt. 使振荡；使振动；使动摇
vi. 振荡；摆动；犹豫"
