abandon,"n. 放任；狂热
vt. 遗弃；放弃"
addition,n. 添加； 加法；增加物
algorithm,n.  算法，运算法则
alphabetic,adj. 字母的；照字母次序的
anthropologist,n. 人类学家；人类学者
archaeological,adj.  考古学的； 考古学上的
archaeologist,n. 考古学家
arithmetic,n. 算术，算法
Babylonian,adj. 巴比伦的；罪恶的
base,"n. 基础；底部；垒
adj. 卑鄙的；低劣的
vt. 以…作基础"
calculating machine,"na. 计算机
 计算器；计算机器；财务计算机"
cave dweller,"na. (史前的)穴居人；(都市高层住宅的)大楼居民
 山洞冒险；穴居者"
civilisation,n. （英）文明（等于civilization）
clay,"n.  粘土；泥土；肉体；似黏土的东西
vt. 用黏土处理"
complicated computational task,找不到解释
container,n. 集装箱；容器
counting,n.  计算，计数
cuneiform,"n. 楔形文字；楔状骨
adj. 楔形的；楔形文字的；楔状骨的"
cylinder,n. 圆筒；汽缸； 柱面；圆柱状物
Czechoslovakia,n. (前)捷克斯洛伐克
decipher,"n. 密电译文
vt. 解释（过去式deciphered，过去分词deciphered，现在分词deciphering，第三人称单数deciphers，名词decipherer，形容词decipherable）；译解"
denote,vt. 表示，指示
division,n.  除法；部门；分配；分割；师（军队）；赛区
Egyptian writing and numerals,找不到解释
elaborately knotted counting string,找不到解释
embedded,"v. 嵌入（embed的过去式和过去分词形式）
adj. 嵌入式的；植入的；内含的"
fragment,"n. 碎片；片断或不完整部分
vt. 使成碎片
vi. 破碎或裂开"
Greek,"n. 希腊语；希腊人
adj. 希腊的；希腊人的，希腊语的"
invention and evolution of numbers,找不到解释
kiln,"vt. 烧窑；在干燥炉干燥
n. （砖，石灰等的）窑；炉；干燥炉"
mark,"n. 标志；马克；符号；痕迹；分数
vi. 作记号
vt. .标志；做标记于；打分数
n. . 标志；做标记于；打分数"
mathematical system,"un. 数字体系；数学系统
 数学体系"
Maya,"n. 马雅人；马雅语
adj. 马雅人的；马雅语的"
Mayan civilisation,找不到解释
multiplication,n.  乘法；增加
notational system,"un. 记数系统
 符号系统；一种标记符号系统；注解系统"
notch,"n. 刻痕，凹口；等级；峡谷
vt. 赢得；用刻痕计算；在…上刻凹痕"
numeral,"n. 数字
adj. 数字的；表示数字的"
numeric system,找不到解释
positional notation,"un. 按位计数法；位置记数法；位置表示法
 按位记数法；位置计数法；进位制"
pottery,n. 陶器；陶器厂；陶器制造术
reed,"n.  芦苇；簧片；牧笛；不可依靠的人
vt. 用芦苇盖；用芦苇装饰"
Roman,"n. 罗马人；古罗马语
adj. 罗马的；罗马人的"
South American Mayan culture,找不到解释
string,n. 线，弦，细绳；一串，一行
subtraction,n.  减法；减少；差集
summand,n. 被加数
tally,"n. 计数器；标签；记账
vi. 一致；记分
vt. 使符合；计算；记录"
token,"n. 表征；代币；记号
adj. 象征的；表意的；作为对某事的保证的
vt. 象征；代表"
acoustic,"n. 原声乐器；不用电传音的乐器
adj. 声学的；音响的；听觉的"
alphabet,"n. 字母表，字母系统；入门，初步
n. Google创建的名为Alphabet的公司，改变Google原有公司架构，旨在使其当下主要业务和长期投资项目间的区别更加清晰。"
automatic facsimile device,找不到解释
automatic transmission,"n. （机动车的）自动变速器
 自动变速箱；自动液力变速器；自动变速装置"
bronco,n. 野马（美国西部的）
cellular phone,"na. 手机
 移动电话；行动电话；蜂窝电话"
dash,"n. 破折号；冲撞
vi. 猛冲；撞击
vt. 使…破灭；猛撞；泼溅"
decode,"vt. 译(密码文电等)，译(码)，解(码)等：；(尤指在学习过程中)把拼写和读音关系用于(阅读)
vi. 从事破译(或解译)工作"
deflect,"vt. 使转向；使偏斜；使弯曲
vi. 转向；偏斜"
divesture,"n. (头衔,财产权利等的)剥夺, 脱衣"
dot,"n. 点，圆点；嫁妆
vt. 加小点于
vi. 打上点"
electromagnet,n. 电磁体， 电磁铁；电磁石
electronic communication, 电子通讯；电子沟通；电子通信
express rider service,找不到解释
fax machine, 传真机；图文传真机；电话传真机
financial transaction,"un. 财务往来
 金融交易；财务交易；金融业务"
long distance communication,长途通信
monopolise,vt. 垄断;  独占; 专卖;  专营
Morse code,"n. 莫尔斯电码
 摩尔斯电码；摩斯密码；摩斯电码"
multimedia,"n. 多媒体
adj. 多媒体的"
multiplex,"adj. 多样的，多元的； 多路传输的
vi.  多路传输；多工
vt.  多路传输
n.  多倍仪；多重通道"
operator,n. 经营者；操作员；话务员；行家
paper tape,"un. 纸带；生代
 纸质磁带；接缝纸带；纸类胶带"
patent litigation,专利诉讼
patent,"n. 专利权；执照；专利品
adj. 专利的；新奇的；显然的
vt. 授予专利；取得…的专利权"
pulse of current,找不到解释
regulated industry,"un. 受管制工业
 受管辖行业；受管制的企业；管制行业"
sending and receiving of messages,找不到解释
telecommunication,n. 电讯； 远程通信；无线电通讯
telegraph line,"na. 电报线路
 电信线"
telegraphy,n. 电信；电报学
terminal,"n. 末端；终点；终端机；极限
adj. 末端的；终点的；晚期的"
transcontinental,adj. 横贯大陆的；大陆那边的
transmit,"vt. 传输；传播；发射；传达；遗传
vi. 传输；发射信号"
two-way communication,"un. 双路通信
 双向沟通；双向通信；双向交流"
aboriginal,"n. 土著居民；土生生物
adj. 土著的；原始的"
aboriginal people, 原住民；土著人；土著民
alluvial gold,"na. 沙金
 砂金；冲积砂金；美国求购砂金"
bloody suppression,找不到解释
bushranger,n. 丛林居民
Canberra,n. 堪培拉（澳大利亚的首都）
colony,n. 殖民地；移民队；种群；动物栖息地
digger,n. 挖掘机；挖掘者；矿工；以色相骗钱的女人；扒手
diggings,n. 矿区；发掘物；寓所（原指金矿矿工宿营地）
emigration,n. 移民；移民出境；移居外国
explorer,n. 探险家；勘探者；探测器；探针
fever pitch,"n. 高度兴奋；极为激动；狂热
 极度狂热；爱情全垒打；足球热"
fortune,"n. 财富；命运；运气
vt. 给予财富
vi. 偶然发生"
gold fever,"na. 淘金热
 淘金狂；黄金热；黄金狂热"
goldfield,n. 采金的区域
gold-seeker,找不到解释
Governor-General,n. 总督
gravel,"n. 碎石；砂砾
vt. 用碎石铺；使船搁浅在沙滩上；使困惑"
hinterland,n. 内地；穷乡僻壤；靠港口供应的内地贸易区
immigrant,"n. 移民，侨民
adj. 移民的；迁入的"
lynch law,"lynch law
私刑(指未经法律审判就被绞死) 
以上来源于：《21世纪大英汉词典》"
Melbourne,n. 墨尔本（澳大利亚一座城市）
minority,"n. 少数民族；少数派；未成年
adj. 少数的；属于少数派的"
nugget,n. 天然金块，矿块；珍闻，珍品
opportunist,投机分子
parliamentary legislation, 国会立法
political and cultural landscape,找不到解释
Queensland,n. 昆士兰（澳大利亚州）
ravage,"n. 蹂躏，破坏
vt. 毁坏；破坏；掠夺
vi. 毁坏；掠夺"
settler,n. 移居者；殖民者
swarm,"n. 蜂群；一大群
vi. 挤满；成群浮游；云集
vt. 挤满；爬"
territory,n. 领土，领域；范围；地域；版图
tributary,"n. 支流；进贡国；附属国
adj. 纳贡的；附属的；辅助的"
virgin forest,"un. 原始森林；原始林
 处女林；之原始林；原生林"
auxiliary verb,"n. 助动词
 辅助动词；助动词的相关语法；助词"
bilingual,"n. 通两种语言的人
adj. 双语的"
bilingualism,n. 能用两种语言
code-switching,n. 代码转换
cognitive,adj. 认知的，认识的
cultural background,"un. 文化背景
 背景知识；文化背景知识；文化思想背景"
cultural identity, 文化认同；文化身份；文化特性
culture conflict,文化冲突
dialect,"n. 方言，土话；同源语；行话；个人用语特征
adj. 方言的"
dialectal variation,找不到解释
dominant language, 优势语言；主体语言；主导语言
Greek,"n. 希腊语；希腊人
adj. 希腊的；希腊人的，希腊语的"
Indo-European language, 印欧语言；印欧语系；英语属印欧语系
Junggrammatiker,"<德>n.新语法学派,青年语法学派"
Latin,"adj. 拉丁语的；拉丁人的
n. 拉丁语；拉丁人"
linguist,"n. 语言学家
学多种外语的人"
linguistics,n. 语言学
multilingual,"adj. 使用多种语言的
n. 使用多种语言的人"
Neogrammarian, 新语法学派
Sanskrit,"n. 梵文
adj. 梵文的"
anti-bilingual education measure,找不到解释
balanced bilingualism,找不到解释
bilingual,"n. 通两种语言的人
adj. 双语的"
bilingual education, 双语教育；双语教学；双语教育方式
cognitive,adj. 认知的，认识的
consistency,n.  一致性；稠度；相容性
curriculum,"n. 课程
总课程"
dominance,n. 优势；统治；支配
dominant,"n. 显性
adj. 显性的；占优势的；支配的，统治的"
English immersion,找不到解释
flexibility,n. 灵活性；弹性；适应性
fluent,adj. 流畅的，流利的；液态的；畅流的
hybrid language,找不到解释
identity,n. 身份；同一性，一致；特性；恒等式
immersion,n. 沉浸；陷入；专心
interpreter,n. 解释者；口译者；注释器
language acquisition, 语言习得；语言获得；语言的习得
language interaction,找不到解释
language proficiency, 语言能力；语言水平；语言熟练度
language strategy,找不到解释
limited proficiency in English,找不到解释
linguistically diverse student,找不到解释
literacy skill,找不到解释
literate,"adj. 受过教育的；精通文学的
n. 学者"
monolingual,"adj. 单语的；仅用一种语言的；仅懂一种语言的
n. 只用一种语言的人"
multilingual,"adj. 使用多种语言的
n. 使用多种语言的人"
native language dependency,找不到解释
native tongue,"n. 本国语
 母语；土语；当地土语"
norm,n. 标准，规范
poor command of English,找不到解释
proficient,"n. 精通；专家，能手
adj. 熟练的，精通的"
abstract,"n. 摘要；抽象；抽象的概念
adj. 抽象的；深奥的
vt. 摘要；提取；使……抽象化；转移(注意力、兴趣等)；使心不在焉
vi. 做摘要；写梗概"
academic performance, 学业上的表现；学习成绩；学业成绩
adjust speed and strategy,找不到解释
adjust to,"v. 适应
 调整；调节；调整以适应"
adjustment,n. 调整，调节；调节器
assimilate,"vt. 吸收；使同化；把…比作；使相似
vi. 吸收；同化"
background knowledge, 背景知识；背景参考资料；学门背景知识
barrier,"n. 障碍物，屏障；界线
vt. 把…关入栅栏"
browse,"n. 浏览；吃草
vt. 浏览；吃草
vi. 浏览；吃草；漫不经心地看商品"
curriculum,"n. 课程
总课程"
cursive writing, 草书；草写体；手写体
digest,"n. 文摘；摘要
vt. 消化；吸收；融会贯通
vi. 消化"
enumerate,vt. 列举；枚举；计算
face-to-face interchange,找不到解释
fixate,"vt. 注视…；使固定
vi. 注视；固定下来"
fuzzy zone,找不到解释
flip through,"un. 匆匆查看；草草翻阅:；挑传过人；将一翻而过
 浏览；以指头轻触搜寻；很快地浏览"
gist,n. 主旨，要点；依据
key component,"un. 主要组份；关键组分；主要组分
 关键零组件；主要组成部分；限界组分"
literature,n. 文学；文献；文艺；著作
locate,"vt. 位于；查找…的地点
vi. 定位；定居"
manuscript,"n.  手稿；原稿
adj. 手写的"
necessary precondition,找不到解释
norm,n. 标准，规范
overworked,"adj.  工作过度的；劳累过度的
v.  使工作过度；使过分劳累（overwork的过去分词）"
paperback,"n. 平装本；廉价本
adj. 纸面装订的；纸面平装本书籍的
vt. 以平装本出版"
pattern of presentation,找不到解释
pattern of discourse,找不到解释
perceptual reaction time,找不到解释
perceptual,adj. 知觉的；感知的；有知觉的
professional journal,"专业期刊,行业杂志"
rate adjustment,时差调整
regression,n. 回归；退化；逆行；复原
restatement,n. 重述；再次声明
review of literature,找不到解释
saccade,n. （目光在注视点之间快速短暂的）扫视
scanning,"n. 扫描； 搜索，观测；扫掠
v. 扫描（scan的现在分词）；浏览
adj. 扫描的；观测的；搜索的；扫掠的"
sequence,"n.  序列；顺序；续发事件
vt. 按顺序排好"
shorthand,"n. 速记；速记法
adj. 速记法的"
skim over,"un. 在(某一表面)轻轻掠过；轻轻擦过:
 浏览；篷车在平原上驰骋"
skimming,"n. 撇取浮沫；浮渣
v. 撇去…的浮物（skim的ing形式）"
skip over, 略过；跳过；遗漏
skip,"n. 跳跃；跳读
vt. 跳过；遗漏
vi. 跳跃；跳绳；遗漏；跳读"
span,"n. 跨度，跨距；范围
vt. 跨越；持续；以手指测量"
subheading,n. 副标题
sub-vocalisation,找不到解释
technical vocabulary,找不到解释
terminology,n. 术语，术语学；用辞
visual perception span,找不到解释
visual regression,找不到解释
vocalisation,n. <主英>= vocalization
word cluster,找不到解释
ashamed of,"adj. 耻于
 羞愧；害臊；羞耻"
assault,"n. 攻击；袭击
vt. 攻击；袭击
vi. 袭击；动武"
battered,"v. 连续猛击；磨损（batter的过去分词）
adj. 破旧的；磨损的；弄垮的；受到虐待的"
bully,"n. 欺凌弱小者；土霸
vt. 欺负；威吓
adj. 第一流的；特好的
vi. 欺侮人
adv. 很；十分
int. 好；妙"
bystander,n. 旁观者；看热闹的人
condemned,adj. 已被定罪的；被责难的
demanding,"v. 要求；查问（demand的ing形式）
adj. 苛求的；要求高的；吃力的"
despicable,adj. 卑劣的；可鄙的
diffident,adj. 羞怯的；缺乏自信的；谦虚谨慎的
disability,n. 残疾；无能；无资格；不利条件
distressing,"n. 破坏处理
adj. 使痛苦的；悲伤的；使烦恼的
v. 使痛苦；迫使（distress的ing形式）；使困苦"
gentle,"n. 蛆，饵
adj. 温和的；文雅的
vt. 使温和，使驯服"
guidance,n. 指导，引导；领导
harass,vt. 使困扰；使烦恼；反复袭击
horseplay,n. 动手脚和大声欢笑的玩闹；恶作剧
injury,n. 伤害，损害；受伤处
intervention,n. 介入；调停；妨碍
intimidate,vt. 恐吓，威胁；胁迫
name-calling,n. 骂人，中伤
oppress,vt. 压迫，压抑；使……烦恼；使……感到沉重
personality,n. 个性；品格；名人
reluctance,n.  磁阻；勉强；不情愿
reprisal,n. 报复（行为）；报复性劫掠
retaliation,n. 报复；反击；回敬
ringleader,n. 罪魁祸首；元凶
rumor,"n. 谣言；传闻
vt. 谣传；传说"
school setting,找不到解释
sibling,n. 兄弟姊妹；民族成员
stand up,"na. 站起来；持久；露头角；背约
 起立；我挺你；站得住脚"
strength,n. 力量；力气；兵力；长处
suicide attempt, 自杀企图；自杀未遂；自杀尝试行为
taunt,"n. 嘲弄；讥讽
adj. 很高的
vt. 奚落；逗弄"
tease,"vt. 取笑；戏弄；梳理；欺负；强求；使起毛
n. 戏弄；爱纠缠的小孩；挑逗者；卖弄风骚的女孩
vi. 取笑"
threat,n. 威胁，恐吓；凶兆
tolerate,vt. 忍受；默许；宽恕
torment,"n. 痛苦，苦恼；痛苦的根源
vt. 折磨，使痛苦；纠缠，作弄"
verbally,adv. 口头地，非书面地；用言辞地
victim,n. 受害人；牺牲品；牺牲者
vulnerable,adj. 易受攻击的，易受…的攻击；易受伤害的；有弱点的
achievement,n. 成就；完成；达到；成绩
adventure,"n. 冒险；冒险精神；投机活动
vt. 冒险；大胆说出
vi. 冒险"
bold,adj. 大胆的，英勇的；黑体的；厚颜无耻的；险峻的
burgeon,"vt. 萌芽, 发芽
n. 芽, 嫩枝
vi. 萌芽, 发芽"
conviction,n. 定罪；确信；证明有罪；确信，坚定的信仰
creator,找不到解释
destiny,n. 命运，定数，天命
distinctive,adj. 有特色的，与众不同的
educational system,"n. 学制
 教育制度；教育体制；教育系统"
enthusiasm,n. 热心，热忱，热情
entrepreneur,n. 企业家；承包人；主办者
exploration,n. 探测；探究；踏勘
fragile,adj. 脆的；易碎的
genius,n. 天才，天赋；精神
gift,"n. 礼物；天赋；赠品
vt. 赋予；向…赠送"
incredible,adj. 难以置信的，惊人的
innovator,n. 改革者，创新者
intact,adj. 完整的；原封不动的；未受损伤的
intelligence,n. 智力；情报工作；情报机关；理解力；才智，智慧；天分
passion,n. 激情；热情；酷爱；盛怒
potential,"n. 潜能；可能性； 电势
adj. 潜在的；可能的；势的"
preoccupied,"v. 抢先占有；使…全神贯注（preoccupy的过去式）
adj. 全神贯注的；心事重重的；被先占的"
ridicule,"n. 嘲笑；笑柄；愚弄
vt. 嘲笑；嘲弄；愚弄"
risk taker, 冒险者；风险承担者；冒险家
talent,n. 才能；天才；天资
academic world, 学术界；学术天地
acknowledgment,n. 感谢；承认；承认书
analogous,adj. 类似的； 同功的；可比拟的
be guilty of,"na. 犯…罪
 犯有…罪或过失；有……罪；犯有……罪的"
bibliography,n. 参考书目；文献目录
complete originality,找不到解释
copy,"n. 副本；一册；摹仿
vt. 复制；复印；抄袭
vi. 复制；复印；抄袭"
footnote,"n. 脚注；补充说明
vt. 给…作脚注；在脚注里评议"
imitation,"n. 模仿，仿造；仿制品
adj. 人造的，仿制的"
inexcusable,adj. 不可原谅的；没法辩解的；不可宽恕的
legitimate,"adj. 合法的；正当的；合理的；正统的
vt. 使合法；认为正当（等于legitimize）"
offence,n. 犯罪；违反；过错；攻击
page reference, 页码索引；页面基标
paraphrase,"n. 释义；解释；意译
vt. 释义"
plagiarism,n. 剽窃；剽窃物
plagiarise,vt. 剽窃，抄袭
publication,n. 出版；出版物；发表
reference,"n. 参考，参照；涉及，提及；参考书目；介绍信；证明书
vt. 引用
vi. 引用"
submit an essay,找不到解释
summarise,vt. 总结，概述
unambiguous,adj. 不含糊的；清楚的；明白的
unoriginal,adj. 非原先的，非独创的；模仿的
absenteeism,n. 旷工；旷课；有计划的怠工；经常无故缺席
academic and vocational course,找不到解释
accessibility,n. 易接近；可亲；可以得到
accommodation cost,找不到解释
accreditation,n. 委派；信赖；鉴定合格
approved curriculum outline,找不到解释
bachelor and graduate degrees,找不到解释
barrier,"n. 障碍物，屏障；界线
vt. 把…关入栅栏"
conflation of education and training,找不到解释
conventional school,找不到解释
conventional teaching institution,找不到解释
curriculum,"n. 课程
总课程"
delivery platform,传送平台
disabled student,身心障碍学生
disseminate information, 传播信息；散布信息；淫秽信息传播
distance education,"n. 广播、函授教育
 远程教育；遥距教育；远距教学"
distraction,n. 注意力分散；消遣；心烦意乱
educational institution, 教育机构；学校；教育制度
educational radio,教育电台
face-to-face interaction,找不到解释
face-to-face interchange,找不到解释
feeling of isolation,找不到解释
flexibility,n. 灵活性；弹性；适应性
increased workload,找不到解释
interactive capabilities of networks and video-conferencing,找不到解释
motivation and interactivity,找不到解释
multi-media and video conferencing,找不到解释
reduce stress and absenteeism,找不到解释
school administrator, 学校行政人员；学校管理员；学校行政员
social being,"n. 社会存在
 社会人；社会存有；社会的存在"
social interaction,"un. 社会交互作用；社会相互作用
 社会互动；社交互动；社会交往"
substitute,"n. 代用品；代替者
vi. 替代
vt. 代替"
technical infrastructure,找不到解释
"technical, logistical, and economic challenges",找不到解释
"technical, pedagogic, economic and political aspects",找不到解释
technological innovation,"un. 工艺革新
 技术创新；科技创新；技术革新"
teleconferencing,"adj. 电话会议的
v. 举行或参加电话会议（teleconference的ing形式）"
traditional academic institution,找不到解释
transmission,n. 传动装置， 变速器；传递；传送；播送
vocational training,"un. 专业培训
 职业训练；职业培训；职业教育"
breadwinner,n. 负担家计的人；养家糊口的人
burnout,n. 烧坏；燃料烧尽
career-oriented,adj. 与将来的事业相关的
childrearing,n. 抚养孩子
commute,"n. 通勤（口语）
vt. 减刑；交换；用……交换；使……变成
vi. （搭乘车、船等）通勤；代偿"
commute times,找不到解释
consultant,n. 顾问；咨询者；会诊医生
corporate client, 法人客户；企业客户；公司客户
corporate culture,"na. 企业文化
 公司文化；机构文化；企业文化与组织发展"
corporate environment, 企业环境；公司环境；企业环境原则
corporation,n. 公司；法人（团体）；社团；大腹便便；市政当局
counselor,n. 顾问；法律顾问；参事（等于counsellor）
dilemma,n. 困境；进退两难；两刀论法
domestic helper, 家务助理；家庭佣工；保姆
establish a regular procedure,找不到解释
family obligation,找不到解释
fiscal flexibility,找不到解释
flexible scheduling, 灵活的时间安排；灵活的工作时间制度；柔性调度
flexible working option,找不到解释
flexitime,n. 弹性上班制（等于flextime）
frantic schedule,找不到解释
gender-biased,adj. 有性别偏见的
hectic,"n. 脸红；患肺结核
adj. 兴奋的，狂热的；脸上发红；肺病的；忙碌的"
high-pressured,v. 对…施加压力，强制( high-pressure的过去式和过去分词 )
incentive,"n. 动机；刺激
adj. 激励的；刺激的"
international conglomerate,找不到解释
job posting, 工作公告；公开招聘；工作张榜
juggling of family and career,找不到解释
maintain a healthy ratio of work and life,找不到解释
male-dominated,adj. 男权的；男子主宰的；男子控制的
marital satisfaction, 婚姻满意度；婚姻的满意度；对婚姻的满意度
meditation,n. 冥想；沉思，深思
nanny industry,找不到解释
nuclear family,"n. 核心家庭
 小家庭；核型家庭；小家庭或是核心家庭"
online recruitment site,找不到解释
perfectionist,n. 完美主义者，追求完美的人；至善论者
pretax,adj. 纳税前的
relentless pressure,找不到解释
resilience,n. 恢复力；弹力；顺应力
routine maintenance,"un. 日常维修；例行保养；经常性维修；常规维修
 日常维护；例行维修；例行维护"
stay-at-home spouse,找不到解释
telecommuting,n. 远程办公；远程交换
tenure,"n. 任期；占有
vt. 授予…终身职位"
time flexibility,找不到解释
top-level management,找不到解释
turnover,"n. 翻覆； 营业额；流通量；半圆卷饼；失误
adj. 翻过来的；可翻转的"
unpredictability,n. 不可预测性，不可预知性；不可预见性
job search counselor,找不到解释
team player,"n. 善于与团队合作的成员
 团队精神；团队合作者；合群"
viable candidate,找不到解释
award,"n. 奖品；判决
vt. 授予；判定"
be qualified for,"na. 有…的资格；适于担任…
 胜任；合格的；有资格"
bias,"n. 偏见；偏爱；斜纹；乖离率
adj. 偏斜的
vt. 使存偏见
adv. 偏斜地"
chamber of commerce,"na. 商会
 美国商会；工商会；商会或有关的行业工会"
company literature,找不到解释
dedicated,"adj. 专用的；专注的；献身的
v. 以…奉献；把…用于（dedicate的过去式和过去分词）"
employee handbook, 员工手册；雇员手册；员工手册上
employer-centred,找不到解释
first impression, 第一印象；上指第一印象；最初的印象
in the employer's shoes,找不到解释
initiative,"n. 主动权；首创精神
adj. 主动的；自发的；起始的"
knowledgeable,adj. 知识渊博的，有知识的；有见识的；聪明的
letter of reference,"un. 调查信；查询信
 推荐信；保证信；介绍信"
make a worthwhile contribution,找不到解释
mock interview, 模拟面试；面试模拟；模拟面谈
portfolio,n. 公文包；文件夹；证券投资组合；部长职务
presentation,n. 展示；描述，陈述；介绍；赠送
problem-solver,"问题解决者
 问题求解程序"
professional attitude and motivation,找不到解释
professional,"n. 专业人员；职业运动员
adj. 专业的；职业的；职业性的"
project a sense of confidence,找不到解释
qualifications for the job,找不到解释
relevant traits and attributes,找不到解释
resume,"n. 摘要； 履历，简历
vi. 重新开始，继续
vt. 重新开始，继续；恢复，重新占用"
self-centred,adj. 自我中心的；自私自利的
a multi-faceted target audience,找不到解释
advertising campaign, 广告活动；广告宣传活动；广告运动
athletic shoe industry,找不到解释
athletic shoe market,找不到解释
athletic specialty store,找不到解释
brand,"n. 商标，牌子；烙印
vt. 铭刻于，铭记；打烙印于；印…商标于"
brand value, 品牌价值；品牌价值的灌输；品牌价值观
brand's image,找不到解释
buying power,"un. 购买力
 购买能力；商品购进能力；购买势力"
communications channel,"un. 通信波道
 通讯通道；通信通道；通信通路"
competitive advantage, 竞争优势；竞争性优势；企业竞争优势
competitiveness,n. 竞争力，好竞争
consistency of positioning,找不到解释
distribution system,"un. 产品分配系统；配电系统；配水系统
 分配制度；流通体制；管网"
dominant market player,市场主导者
international brand, 国际品牌；卓越的国际品牌；国际性品牌
market share,"n. 市场份额；市场占有率
 市占率；市场占用率；市场分额"
marketing mix,"n. 营销组合（即产品特征、价格、广告宣传方式以及营销地的组合，企业可调整这些项目以实现其营销目标）
 行销组合；市场营销组合；综合营销策略"
marketing strategy,"un. 销售策略
 营销策略；行销策略；营销战略"
pricing strategy,"un. 定价策略
 价格策略；订价策略；产品价格策略"
product endorsement, 产品代言的英文；提供产品宣传；产品返还记录
product identity,找不到解释
profitable segment,找不到解释
promotional campaign, 促销活动；推广活动；宣传活动
reappraise,vt. 重新评估；重新评价
Reebok,n. 南非短角羚
retail,"n. 零售
adj. 零售的
vt. 零售；转述
adv. 以零售方式
vi. 零售"
strategic innovation,策略创新
stylish,adj. 时髦的；现代风格的；潇洒的
target market,"un. 目标市场
 目标消费群；选择目标市场；目标市场客群"
viable alternative,找不到解释
acidity,n. 酸度；酸性；酸过多；胃酸过多
altitude terrain,找不到解释
altitude training,高原训练
altitude-related symptom,找不到解释
athletic ability,"un. 运动能力
 运动才能；运动天份；体育能力"
athletic performance,"un. 运动动作
 体育表现；运动表现；运动能力"
adenosine triphosphate,"un. 激活腺苷三磷酸；三磷酸腺苷；三磷酸腺甙
 三磷腺苷；腺核苷三磷酸；腺瞟呤核甘三磷酸"
ATP,abbr. 三磷酸腺苷（Adenosine Triphosphate）；农业贸易政策（Agricultural Trade Policy）；阵列变换处理机（Array Transform Processor）；宇宙航行测试程序（Astronautics Test Procedure）
blood sugar,"n. 血糖
 血糖维护；血糖值；血糖检查"
boost personal performance,找不到解释
calorie,n. 卡路里（热量单位）
carbo,n. <美口>碳水化合物食品，含糖食品
carbohydrate,n.  碳水化合物； 糖类
compound,"n.  化合物；混合物；复合词
adj. 复合的；混合的
v. 合成；混合；恶化，加重；和解，妥协"
concentration,n. 浓度；集中；浓缩；专心；集合
creatine,n. 肌（氨）酸，肌肉素
dairy product,"un. 乳制品
 奶制品；奶类制品；乳产品"
dietary,"n. 规定的食物；饮食的规定；食谱
adj. 饮食的，饭食的，规定食物的"
dietary expert,找不到解释
endurance,n. 忍耐力；忍耐；持久；耐久
energy reserve, 能源蕴藏；能量储备；能源储备
genetics,n. 遗传学
healthy eating habit,找不到解释
high-intensity exercise,找不到解释
ingest,vt. 摄取；咽下；吸收；接待
intake,n. 摄取量；通风口；引入口；引入的量
intense exercise, 剧烈运动
liver cell,"un. 肝细胞
 肝脏细胞；凋亡"
marathon runner, 马拉松选手；马拉松运动员；马拉松跑手
muscle cell,"un. 肌细胞
 肌肉细胞"
muscle contraction, 肌肉收缩；肌收缩；参与肌肉收缩
nutrient,"n. 营养物；滋养物
adj. 营养的；滋养的"
oximeter,n. 血氧（定量）计，光电血氧计; 血氧定量计
paramedic,n. 护理人员；伞兵军医；伞降医务人员
peak performance,"un. 最佳表演；峰值性能；最大生产率；最高产率
 匹克；巅峰表现；最佳表现"
phosphocreatine,n. 磷酸肌酸
placebo,n. 安慰剂；为死者所诵的晚祷词
proper training,找不到解释
protein,"n. 蛋白质；朊
adj. 蛋白质的"
recommended dietary allowance,推荐膳食容许量，推荐膳食标准
RDA,abbr. 推荐的日摄食量（recommended dietary allowance）
red cell,"n. 红血球
 红细胞；红细胞特战部队；红细胞特种部队"
restore,"vi. 恢复；还原
vt. 恢复；修复；归还"
saturation,n. 饱和；色饱和度；浸透；磁化饱和
simulate,"adj. 模仿的；假装的
vt. 模仿；假装；冒充"
skiing,"n. 滑雪运动；滑雪术
v. 滑雪（ski的ing形式）"
stamina,n. 毅力；精力；活力；持久力
starch,"n. 淀粉；刻板，生硬
vt. 给…上浆"
vegetarian,"n. 素食者；食草动物
adj. 素食的"
all-expenses-paid seminar,找不到解释
altruistic act,找不到解释
approved,"v. 核准；认可（approve的过去式）
adj. 被认可的；经过检验的"
chief investigator,找不到解释
collude,vi. 勾结；串通；共谋
diagnosis,n. 诊断
diarrhoea,n. 腹泻
direct-to-consumer advertising,找不到解释
DTCA,找不到解释
dispenser,n. 药剂师；施与者；分配者；自动售货机
dispensing pharmacy,"《英汉医学词典》dispensing pharmacy
调剂学"
drug company representative,找不到解释
drug promotion,找不到解释
drug representative,找不到解释
drug sample,"《英汉医学词典》drug sample
药物样品"
drug therapy,"un. 药物疗法
 药物治疗；吸毒治疗；化学方法指药物治疗"
enforce control over advertising,找不到解释
ethics of drug promotion,找不到解释
expertise,n. 专门知识；专门技术；专家的意见
face-to-face drug promotion,找不到解释
flow of information,"un. 信息流
 信息流动；资讯流；特殊作业资料流向"
forestall,vt. 先发制人，预先阻止；垄断，屯积；领先；占先一步
form of therapy,找不到解释
formulary,"n. 公式集；处方一览表；套话
adj. 规定的；公式的；药方的"
generic drug, 仿制药；专利药；学名药
generic form,找不到解释
indulgence,n. 嗜好；放纵；纵容；沉溺
insurer,n. 保险公司；承保人
item of negligible value,找不到解释
license,"n. 执照，许可证；特许
vt. 许可；特许；发许可证给"
