enable,vt. 使能够，使成为可能；授予权利或方法
storage,n. 存储；仓库；贮藏所
network,n. 网络；广播网；网状物
file,"n. 文件；档案；文件夹；锉刀
vt. 提出；锉；琢磨；把…归档
vi. 列队行进；用锉刀锉"
website,n. 网站（全球资讯网的主机站）
data,n. 数据（datum的复数）；资料
online,"adj. 联机的；在线的
adv. 在线地"
database,n. 数据库，资料库
digital,"n. 数字；键
adj. 数字的；手指的"
gross domestic product,"na. 国内生产总值
 国内生产毛额；本地生产总值；国民生产总值"
GDP,abbr. 国内生产总值（Gross Domestic Product）；辉光放电聚合物（Glow Discharge Polymer）
thrive,vi. 繁荣，兴旺；茁壮成长
boom,"n. 繁荣；吊杆；隆隆声
vt. 使兴旺；发隆隆声
vi. 急速发展；发隆隆声"
monetary,adj. 货币的；财政的
bankrupt,"n.  破产者
adj. 破产的
vt. 使破产"
recession,n. 衰退；不景气；后退；凹处
inflation,n. 膨胀；通货膨胀；夸张；自命不凡
meltdown,n. 灾难；彻底垮台；熔化；暴跌
stimulator,n. 刺激物， 激励器
bleak,adj. 阴冷的；荒凉的，无遮蔽的；黯淡的，无希望的；冷酷的；单调的
deficit,n. 赤字；不足额
currency,n. 货币；通货
fluctuate,"vi. 波动；涨落；动摇
vt. 使波动；使动摇"
derail,"n. 脱轨； 脱轨器
vt. 使出轨
vi. 出轨"
fragile,adj. 脆的；易碎的
aggravate,vt. 加重；使恶化；激怒
crucial,adj. 重要的；决定性的；定局的；决断的
interest rate,"n. 利率
 利息率；贷款利率；贷记利息"
profit margin,"n. 利润率；净收益率
 利润幅度；边际利润；毛利率"
infrastructure,n. 基础设施；公共建设；下部构造
revive,"vt. 使复兴；使苏醒；回想起；重演，重播
vi. 复兴；复活；苏醒；恢复精神"
resort,"n. 凭借，手段；度假胜地；常去之地
vi. 求助，诉诸；常去；采取某手段或方法"
regulate,vt. 调节，规定；控制；校准；有系统的管理
stabilize,"vt. 使稳固，使安定
vi. 稳定，安定"
boost,"n. 推动；帮助；宣扬
vi. 宣扬；偷窃
vt. 促进；增加；支援"
adjust,"vt. 调整，使…适合；校准
vi. 调整，校准；适应"
budget,"n. 预算，预算费
adj. 廉价的
vt. 安排，预定；把…编入预算
vi. 编预算，做预算"
account,"n. 账户；解释；账目，账单；理由；描述
vt. 认为；把…视为
vi. 解释；导致；报账"
investment,n. 投资；投入；封锁
exchange,"n. 交换；交流；交易所；兑换
vt. 交换；交易；兑换
vi. 交换；交易；兑换"
deposit,"n. 存款；押金；订金；保证金；沉淀物
vt. 使沉积；存放
vi. 沉淀"
stock,"n. 股份，股票；库存；血统；树干；家畜
adj. 存货的，常备的；平凡的
vt. 进货；备有；装把手于…
vi. 囤积；办货；出新芽"
balance,"n. 平衡；余额；匀称
vt. 使平衡；结算；使相称
vi. 保持平衡；相称；抵销"
payment,n. 付款，支付；报酬，报答；偿还；惩罚，报应
bonus,n. 奖金；红利；额外津贴
dividend,n. 红利；股息； 被除数；奖金
asset,n. 资产；优点；有用的东西；有利条件；财产；有价值的人或物
saving,"n. 节约；挽救；存款
prep. 考虑到；除...之外
adj. 节约的；挽救的；补偿的；保留的"
cash,"n. 现款，现金
vt. 将…兑现；支付现款"
bond,"n. 债券；结合；约定；粘合剂；纽带
vt. 使结合；以…作保
vi. 结合，团结在一起"
assess,vt. 评定；估价；对…征税
skyrocket,"n. 流星烟火；冲天火箭
vi. 飞涨，突然高升
vt. 使…猛然上涨"
decline,"n. 下降；衰退；斜面
vt. 谢绝；婉拒
vi. 下降；衰落；谢绝"
transaction,n. 交易；事务；办理；会报，学报
commodity,n. 商品，货物；日用品
commercial,"n. 商业广告
adj. 商业的；营利的；靠广告收入的"
trademark,"n. 商标
标志"
patent,"n. 专利权；执照；专利品
adj. 专利的；新奇的；显然的
vt. 授予专利；取得…的专利权"
compensation,n. 补偿；报酬；赔偿金
dump,"n. 垃圾场；仓库；无秩序地累积
vt. 倾倒；倾卸；丢下，卸下；摆脱，扔弃；倾销
vi. 倒垃圾；突然跌倒或落下；卸货；转嫁（责任等）"
agency,n. 代理，中介；代理处，经销处
client,n.  客户；顾客；委托人
delivery,n.  交付；分娩；递送
export,"n. 输出，出口；出口商品
vt. 输出，出口
vi. 输出物资"
import,"n. 进口，进口货；输入；意思，含义；重要性
vt. 输入，进口；含…的意思
vi. 输入，进口"
shipment,n. 装货；装载的货物
tariff,"n. 关税表；收费表
vt. 定税率；征收关税"
impose,"vt. 强加；征税；以…欺骗
vi. 利用；欺骗；施加影响"
outsource,"vt. 把…外包
vi. 外包"
shrink,"vi. 收缩；畏缩
n. 收缩；畏缩；<俚>精神病学家
vt. 使缩小，使收缩"
mortgage,"vt. 抵押
n. 抵押
房屋抵押贷款"
enhance,vt. 提高；加强；增加
insure,"vt. 确保，保证；给…保险
vi. 确保；投保"
corporate,adj. 法人的；共同的，全体的；社团的；公司的；企业的
joint venture,"n. 合营企业；合资企业
 合资经营；合资公司；共同投资"
entrepreneur,n. 企业家；承包人；主办者
manufacturer,n. 制造商； 厂商
start-up,"n. 启动
adj. 起动阶段的；开始阶段的（异体字startup）"
merge,"vt. 合并；使合并；吞没
vi. 合并；融合"
monopoly,n. 垄断；垄断者；专卖权
productivity,n. 生产力；生产率；生产能力
manufacture,"n. 制造；产品；制造业
vt. 制造；加工；捏造
vi. 制造"
at the expense of,"na. 以…为代价；由…出钱；牺牲…
 以…为牺牲；在损害…情况下；在损害……的情况下"
restructure,vt. 调整；重建；更改结构
executive,"n. 总经理；执行委员会；执行者；经理主管人员
adj. 行政的；经营的；执行的，经营管理的"
slash,"n. 削减；斜线；猛砍；砍痕；沼泽低地
vt. 猛砍；鞭打；严厉批评；大幅度裁减或削减
vi. 猛砍；严厉批评"
crush,"n. 粉碎；迷恋；压榨；拥挤的人群
vt. 压碎；弄皱，变形；使…挤入
vi. 挤；被压碎"
subsidize,vt. 资助；给与奖助金；向…行贿
quota,n. 配额；定额；限额
labor market, 劳动力市场；劳工市场；劳动市场
turnover,"n. 翻覆； 营业额；流通量；半圆卷饼；失误
adj. 翻过来的；可翻转的"
manual,"adj. 手工的；体力的
n. 手册，指南"
employee,n. 雇员；从业员工
shift,"n. 移动；变化；手段；轮班
vt. 转移；改变；替换
vi. 移动；转变；转换"
efficiency,n. 效率；效能；功效
grocery,"n. 食品杂货店
食品杂货"
consumer,n. 消费者；用户，顾客
consumption,n. 消费；消耗；肺痨
excessive,adj. 过多的，极度的；过分的
extravagant,adj. 奢侈的；浪费的；过度的；放纵的
retail,"n. 零售
adj. 零售的
vt. 零售；转述
adv. 以零售方式
vi. 零售"
freight,"n. 货运；运费；船货
vt. 运送；装货；使充满"
expense,"n. 损失，代价；消费；开支
vt. 向…收取费用
vi. 被花掉"
outgoing,"adj. 对人友好的，开朗的；出发的，外出的；即将离职的；乐于助人的
n. 外出；流出；开支
v. 超过；优于（outgo的ing形式）"
luxury,"n. 奢侈，奢华；奢侈品；享受
adj. 奢侈的"
discount,"n. 折扣；贴现率
vt. 打折扣；将…贴现；贬损；低估；忽视
vi. 贴现；打折扣出售商品"
purchase,"n. 购买；紧握；起重装置
vt. 购买；赢得
vi. 购买东西"
democracy,n. 民主，民主主义；民主政治
constitution,n. 宪法；体制；章程；构造；建立，组成；体格
amend,"vt. 修改；改善，改进
vi. 改正，改善；改过自新"
congress,n. 国会；代表大会；会议；社交
republican,"n. 共和党人
adj. 共和党的
共和的"
conservative,
monarch,n. 君主，帝王；最高统治者
royal,"n. 王室；王室成员
adj. 皇家的；盛大的；女王的；高贵的；第一流的"
cabinet,"n. 内阁；橱柜；展览艺术品的小陈列室
adj. 内阁的；私下的，秘密的"
senate,n. 参议院，上院；（古罗马的）元老院
federal,"adv. 联邦政府地
adj. 联邦的；同盟的；联邦政府的； 联邦制的"
ministry,n. （政府的）部门
bureaucracy,n. 官僚主义；官僚机构；官僚政治
administration,n. 管理；行政；实施；行政机构
constitute,vt. 组成，构成；建立；任命
statesman,n. 政治家；国务活动家
politician,n. 政治家，政客
diplomat,n. 外交家，外交官；有外交手腕的人；处事圆滑机敏的人
ambassador,n. 大使；代表；使节
governor,n. 主管人员；统治者，管理者； 调节器；地方长官
municipal,adj. 市政的，市的；地方自治的
delegate,"n. 代表
vt. 委派…为代表"
committee,n. 委员会
representative,"n. 代表；典型；众议员
adj. 典型的，有代表性的；代议制的"
campaign,"n. 运动；活动；战役
vi. 作战；参加竞选；参加活动"
election,n. 选举；当选；选择权；上帝的选拔
candidate,n. 候选人，候补者；应试者
neutral,"adj. 中立的，中性的；中立国的；非彩色的
n. 中立国；中立者；非彩色；齿轮的空档"
veto,"n. 否决权
vt. 否决；禁止
vi. 否决；禁止"
ballot,"n. 投票；投票用纸；投票总数
vt. 使投票表决；拉选票
vi. 投票；抽签决定"
poll,"n. 投票；民意测验；投票数；投票所
adj. 无角的；剪过毛的；修过枝的
vt. 投票；剪短；对…进行民意测验；获得选票
vi. 投票"
nominate,vt. 推荐；提名；任命；指定
designate,"vt. 指定；指派；标出；把…定名为
adj. 指定的；选定的"
supervise,"vt. 监督，管理；指导
vi. 监督，管理；指导"
privilege,"n. 特权；优待
vt. 给与…特权；特免"
dictate,"n. 命令；指示
vt. 命令；口述；使听写
vi. 口述；听写"
demonstrate,"vt. 证明；展示；论证
vi. 示威"
corruption,n. 贪污，腐败；堕落
suppress,vt. 抑制；镇压；废止
defect,"n. 缺点，缺陷；不足之处
vi. 变节；叛变"
radical,"n. 基础；激进分子； 原子团； 根数
adj. 激进的；根本的；彻底的"
extremist,n. 极端主义者，过激分子
brainwash,"n. 洗脑
vt. 对人洗脑；以宣传说服"
vulnerable,adj. 易受攻击的，易受…的攻击；易受伤害的；有弱点的
spying,"n. 间谍活动；侦探
v. 从事间谍活动；发现；仔细察看；暗中监视（spy的ing形式）"
plot,"n. 情节；图；阴谋
vt. 密谋；绘图；划分；标绘
vi. 密谋；策划；绘制"
segregate,vt. 使隔离；使分离；在…实行种族隔离
injustice,n. 不公正；不讲道义
prejudice,"n. 偏见；侵害
vt. 损害；使有偏见"
feminist,"n. 女权主义者
adj. 主张女权的"
legislation,n. 立法；法律
assembly,n. 装配；集会，集合
draft,"n. 汇票；草稿；选派；（尤指房间、烟囱、炉子等供暖系统中的）（小股）气流
vt. 起草；制定；征募
vi. 拟稿；绘样；作草图
adj. 初步画出或（写出）的；（设计、草图、提纲或版本）正在起草中的，草拟的；以草稿形式的；草图的"
draught,"n. 气流；汇票；草稿（等于draft）
vt. 起草；征兵；选派（等于draft）
adj. 汲出的；拖拉的（等于draft）"
clause,n. 条款； 子句
implement,"n. 工具，器具；手段
vt. 实施，执行；实现，使生效"
enforce,vt. 实施，执行；强迫，强制
binding,"n. 装订；捆绑；粘合物
v. 捆绑（bind的ing形式）
adj. 有约束力的；捆绑的"
abolish,vt. 废除，废止；取消，革除
court,"n. 法院；球场；朝廷；奉承
vt. 招致（失败、危险等）；向…献殷勤；设法获得
vi. 求爱"
counsel,"n. 法律顾问；忠告；商议；讨论；决策
vt. 建议；劝告
vi. 商讨；提出忠告"
defendant,"n. 被告
adj. 辩护的；为自己辩护的"
witness,"n. 证人；目击者；证据
vt. 目击；证明；为…作证
vi. 作证人"
testimony,n.  证词，证言；证据
sue,"vt. 控告；请求
vi. 控告；提出请求"
deceive,v. 欺骗；行骗
confess,"vi. 承认；坦白；忏悔；供认
vt. 承认；坦白；忏悔；供认"
legal,adj. 法律的；合法的；法定的；依照法律的
illegal,"n. 非法移民，非法劳工
adj.  非法的；违法的；违反规则的"
commit,vt. 犯罪，做错事；把...交托给；指派…作战；使…承担义务
bribe,"n. 贿赂
vt. 贿赂，收买
vi. 行贿"
robbery,n. 抢劫，盗窃；抢掠
pirate,"n. 海盗；盗版；侵犯专利权者
vt. 掠夺；翻印；剽窃
vi. 做海盗；从事劫掠"
copyright,"n. 版权，著作权
adj. 版权的；受版权保护的
vt. 保护版权；为…取得版权"
justify,"vi. 证明合法；整理版面
vt. 证明…是正当的；替…辩护"
verdict,n. 结论；裁定
victim,n. 受害人；牺牲品；牺牲者
crime,"n. 罪行，犯罪；罪恶；犯罪活动
vt. 控告……违反纪律"
criminal,"n. 罪犯
adj. 刑事的；犯罪的；罪恶的"
investigate,v. 调查；研究
deprive,vt. 使丧失，剥夺
innocent,"n. 天真的人；笨蛋
adj. 无辜的；无罪的；无知的"
unfounded,adj. 未建立的；没有理由的；没有事实根据的
petition,"n. 请愿；请愿书；祈求； 诉状
vt. 请愿；请求；恳求
vi. 请愿；请求"
penalty,n. 罚款，罚金；处罚
convict,"n. 罪犯
vt. 证明…有罪；宣告…有罪"
condemn,vt. 谴责；判刑，定罪；声讨
arrest,"n. 逮捕；监禁
vt. 逮捕；阻止；吸引"
execute,vt. 实行；执行；处死
conservation,n. 保存，保持；保护
petroleum,n. 石油
gasoline,n. 汽油
solar,"n. 日光浴室
adj. 太阳的；日光的；利用太阳光的；与太阳相关的"
convert,"n. 皈依者；改变宗教信仰者
vt. 使转变；转换…；使…改变信仰
vi. 转变，变换；皈依；改变信仰"
explore,"vi. 探索；探测；探险
vt. 探索；探测；探险"
pump,"n. 泵，抽水机；打气筒
vt. 打气；用抽水机抽…
vi. 抽水"
preserve,"n. 保护区；禁猎地；加工成的食品
vt. 保存；保护；维持；腌；禁猎"
regenerate,"vt. 使再生；革新
adj. 再生的；革新的
vi. 再生；革新"
sustainable,adj. 可以忍受的；足可支撑的；养得起的；可持续的
environment,n. 环境，外界
climate,n. 气候；风气；思潮；风土
greenhouse,"n. 温室
造成温室效应的"
global warming,"n. 全球（气候）变暖；地球大气层变暖
 全球变暖；全球暖化；警惕全球变暖"
ozone,n.  臭氧；新鲜的空气
deteriorate,"vi. 恶化，变坏
vt. 恶化"
deforestation,n. 采伐森林；森林开伐
appropriation,n. 拨款；挪用
displace,vt. 取代；置换；转移；把…免职；排水
endangered,adj. 濒临灭绝的；有生命危险的
jeopardize,vt. 危害；使陷危地；使受危困
curb,"n. 抑制；路边；勒马绳
vt. 控制；勒住"
impact,"vi. 影响；撞击；冲突；压紧（on，upon，with）
n. 影响；效果；碰撞；冲击力
vt. 挤入，压紧；撞击；对…产生影响"
